ParticipantId	SampleCode	contdag	gesl2	LFTB	pershuis	Lftpershuis1	Lftpershuis2	Lftpershuis3	Lftpershuis4	Lftpershuis5	Lftpershuis6	Lftpershuis7	Lftpershuis8	Lftpershuis9	Lftpershuis10	contpers0tot9	contpers10tot19	contpers20tot29	contpers30tot39	contpers40tot49	contpers50tot59	contpers60tot69	contpers70tot79	contpers80tot89	contpers90plus	contpers0tot4	contpers5tot9	pershuisv2
1234	13600261	2	2	1	3	38	54									1					1	2				1		3
1236	13600273	2	2	1	4	5	36	41														1	1					4
1237		2	2	1	3	1	33	34								1			3		1	1				1		3
1242	13600280	5	2	2	7	2	4	20	23	25	50	53				1		1	1							1		7
1247	13600267	6	1	2	4	0	3	32	36										2		3	2						4
1249		4	1	3	4	5	38	40								14			1	3						13	1	4
1255	13600270	7	2	3	5	3	6	8	35	37																		5
1260	13600307	7	2	4	5	6	9	39	41							4			3	1		2				1	3	5
1261	13600601	5	2	4	5	4	5	7	32	35						7			2		2	1				5	2	5
1262		3	1	4	4	1	4	34	44							20			5							20		4
1263	13600315	7	1	4	5	1	4	4	37	38						6			4			1	1			5	1	5
1264	13600316	7	1	4	5	1	4	4	37	38						6			4			1	1			5	1	5
1265	13600357	1	1	4	4	4	7	40	42							1				1						1		4
1266	13600279	5	2	4	7	2	4	20	23	25	50	53				40		1	1							20	20	7
1267	13600286	3	2	4	4	9										38		1		3	2		1			30	8	4
1269	13600312	7	2	5	5	5	5	6	36	38																		5
1270	13600304	2	2	5	4	7	35	35								30	2	1	3	2		3				10	20	4
1272	13600263	5	1	5	4	7	40	47								10		1	1	1	1							4
1273	13600348	3	1	5	4	2	40	42								24				4		2				12	12	4
1274		1	1	5	4	3	5	38	40							30	2		6	3						3	27	4
1275	13600349	2	2	6	4	4	38	45								11			4							1	10	4
1278	13600377	3	1	6	5	1	3	35	38							12			2		2	1				2	10	5
1281	13600619	7	1	7	3	45	46									5	1		1								5	3
1282		2	2	7	4	7	10	37	38							15	3		2	2		2						4
1285	13600361	1	1	9	6	3	5	9	13	36	41					26		1	1				1			1	25	6
1288	13600351	2	2	10	4	7	39	44								5			1	2							5	4
1289	13600352	2	2	10	4	8	10	45	47							10	2										10	4
1290		4	1	10	4	13	41	43								10	20		8	6						5	5	4
1291	13600342	3	1	11	6	7	12	14	42	47							8		1									6
1293	13600606	5	1	11	4	14	43	46									20				3							4
1294	13600354	7	2	12	7	13	13	15	16	18							4			1	1	1	1					7
1295	13600358	1	2	12	3	29	31										20	1	3	1								3
1297	13600362	2	1	13	6	13	13	16	19	52	52						8	3										6
1298	13600359	2	1	13	5	13	15	17	35	36							12	1										5
1303	13600314	1	2	14	4	14	16	43	48								15	2	3	2								4
1305	13600365	3	2	14	5	14	15	47	48								12		1		2							5
1307	13600635	7	2	14	4	0	33	35								2			5				2			2		4
1308	13600298	6	2	15	5	15	15	18	50	52							22			2								5
1310	13600287	6	1	15	5	12	17	48	50							1	3	5	5	7	5	8	10	6			1	5
1315	13600364	2	1	16	5	16	16	19	51	53							10			1	2							5
1319	13600291	5	2	17	4	15	17	48	50							2	6			2							2	4
1322	13600295	7	2	18	7	13	15	18	19	47	47							1		2								7
1324	13600311	7	2	19	3	16	19	45									14	3		3								3
1330		2	1	20	2	56												1			1							2
1331	13600308	4	2	20	4	20	35	57	62							10		2		4							10	4
1335	13600373	4	1	22	2	50											2	2		1	1							2
1344	13600378	3	1	24	2	23												2	6	4								2
1346		2	1	24	3	53	57											1	3	1	3							3
1350		7	2	26	2	30												15	5	5	5							2
1356	13600625	2	1	27	2	24											2	5	4		3							2
1357	13600343	3	2	27	8	24	25	25	26	28	28	32						3		2		1						8
1362	13600369		1	29	2	26																						2
1364	13600605	2	2	29	3	0	32												3	3								3
1367	13600297	1	2	30	4	11	14	30	33								4	3	5	8		2						4
1371		7	1	32	4	2	6	31								6			5	1								4
1375	13600618	6	1	32	1											4	1	1										1
1377		6	1	32	1													2	2	2	2							1
1379	13600372	2	1	33	2	28													5	3	1							2
1383	13600628	5	2	34	1														2	11	2	1						1
1392	13600376	2	2	37	5	10	14	18	37	38						40	5			15		5		2		30	10	5
1393	13600303	5	2	37	3	6	8											3	3	1		1						3
1395	13600363	2	1	38	4	4	7	35											1	14		4		4				4
1397	13600299	2	2	39	4	7	9	39	43							2		1	3	12							2	4
1400	13600356	2	2	39	3	3	39	42											25	8								3
1406	13600309	7	2	40	3	11	13										1			1								3
1407	13600620	7	1	40	1													2	1	2			2					1
1408	13600360	2	1	40	5	2	5	8	39									5	5	2								5
1409	13600610	1	2	41	4	1	2	41	43								75	15		25	5	1						4
1410	13600636	7	2	41	2	48														1			1					2
1412	13600371	2	2	42	3	12	14										4	2	1	2	4		1					3
1413	13600627	6	1	42	5	6	9	13	42							3	4		3	4							3	5
1414	13600611	7	2	43	3	12	17													20								3
1415	13600366	2	1	43	5	11	13	14	45							1	6	30	10	10	4	2						5
1416	13600616	7	1	43	4	9	11	38	43								1		4	2			2					4
1421	13600622	1	2	43	2	22										1		2	2							1		2
1423	13600379	2	1	44	5	9	11	13	40										1									5
1429	13600296	3	1	45	4	5	8	45								2	50	2	7	3	3						2	4
1433	13600380	2	1	46	4	11	13	46	54								2	3	3	3	3							4
1440	13600345	7	2	48	4	16	19	46									1	5										4
1441	13600623	1	1	48	4	15	18	46	48								3		10	10	10							4
1442	13600318	1	2	48	4	14	19	57									1	5	3	2	2		6	3	1			4
1444	13600603	3	2	49	6	10	15	18	19	49	50					26				14							26	6
1447		5	2	50	1													5		5								1
1448		2	1	50	2	52												3	3	3								2
1450	13600313	3	2	51	3	21	53									40	1	2		1	2					10	30	3
1451	13600301	4	2	51	4	18	20	50	51							25	1	3	3	1	6	1					25	4
1452	13600346	2	1	52	2	51												5	5	2	2	1						2
1453	13600370	6	2	52	2	47																4						2
1458		3	2	53	2	53	56											3	4	2								2
1459	13600604	7	1	53	3	21	52											1			3							3
1461	13600374	1	1	54	2	51												3	4	5	2							2
1462	13600375	4	1	54	2	55											99	50	15	15	15	2						2
1464	13600621	3	2	54	2	54										2		4		5	18			1			2	2
1468		6	2	55	2	63													1		1							2
1469	13600607	1	1	55	2	44												1										2
1471	13600367	2	2	56	2	60																2						2
1474		5	2	57	2	60											2	6	3	5	5	1		2				2
1477		2	2	57	2	59										2			1	1			1	1	3	2		2
1481	13600341	2	1	58	1											1			2							1		1
1483	13600305	2	2	58	2	64															1							2
1485	13600300	1	2	59	3	18	59	62											1		1	2						3
1486	13600310	3	2	59	2	57															1	1	1					2
1489	13600633		1	60	3	23	53	60																				3
1490		5	2	60	1													3	4	2	2		1					1
1492	13600617	5	2	61	2	59	61													4	2							2
1497	13600292	2	2	63	2	62											2						2					2
1498	13600306	7	1	63	2	57																						2
1500	13600290	2	2	64	1														3			3		2				1
1501	13600631	2	1	64	2	64	65										1	1	1			2						2
1503	13600626	6	2	64	2	69										10			12	10	2	4	1			5	5	2
1504	13600289	2	1	64	2	62										1	1		10	3	3	1	2				1	2
1505	13600293	4	2	64	2	64	68												5		3	2		2				2
1509	13600288	2	1	65	2	67													2			1	1					2
1511	13600283	7	1	66	2	66										1	1			2		3	1				1	2
1512	13600285	2	2	66	1												1	1					1					1
1514	13600284	7	1	66	2	64													1			2						2
1516	13600281	2	2	67	2	66																2		1				2
1519	13600632	6	1	67	2	65												6	5	5	2							2
1520	13600282	4	1	68	2	67																	1					2
1522		3	1	69	3	22	66	69											4	3								3
1523	13600274	3	1	69	1											2			1			1	1				2	1
1524	13600634	5	1	69	2	34											2					2	1					2
1526	13600272		1	70	2	69	70																					2
1529	13600276		1	70	2	68																						2
1530	13600602	3	2	70	1	70													2	4	2		2					1
1531	13600278	7	1	70	2	69																						2
1532	13600277	4	2	70	2	70													2	1		2	2					2
1533	13600630	3	1	71	1																	1						1
1536		2	1	72	2	37																3						2
1537	13600271	6	1	72	2	72														7	1		1	1				2
1538	13600275	4	1	72	2	33											2		2	1	2	3						2
1540	13600629	3	1	73	2	65																1	1					2
1541	13600615	7	2	73	1												3			2								1
1555	13600265	7	1	76	1															1	1	2						1
1557		4	2	77	2	3	23	23											1			2	1					2
1558	13600264	5	1	77	2	69													6			4						2
1559	13600624		1	78	2	70	78																					2
1561	13600262	7	1	79	3	26	59											2	2		10							3
1563	13600260	5	2	79	1													1	1			2						1
1564	13600350	2	2	79	1																		1	1				1
1566		7	1	-0	3	21	27																					3
1567	13600567		2	-0	7	0	1	6	9	11	32	37																7
1569	13600569		2	-0	5	6	8	31	40																			5
1570	13600386	1	2	-0	5	5	7	33	34							2			2								2	5
1571	13600433		1	-0	5	0	2	4	27	31																		5
1574	13600576	6	1	-0	3	31	34																					3
1576	13600637		2	-0	4	2	33	38																				4
1577	13600389	6	2	-0	3	0	25	29								3		4			2	2		1		3		3
1579		3	2	0	3	18	20									1	2			1							1	3
1581	13600394	2	2	0	3	32	36																2					3
1584	13600580	2	2	0	12	4	6	9	10	13	15	17	19	20	45		1											12
1587		7	2	0	5	2	4	30	30							2			2							2		5
1589	13600598	1	1	0	3	27	29									1		2	1		2					1		3
1591		3	1	0	4	0	3	25	28							5			2		2					2	3	4
1596	13600395		1	0	5	0	6	8	32	33																		5
1598	13600732	1	1	0	5	2	6	30	31							4		2	3		1					2	2	5
1599	13600717		1	0	6	4	5	8	38	50																		6
1601	13600396	7	1	1	6	1	5	8	10	33	35					1	2		1			2					1	6
1604	13600382	7	1	1	8	1	4	6	7	8	10	30	38			10	1	1								10		8
1609	13600715	7	2	1	4	3	32	36																				4
1612			2	1	5	1	4	5	29	32																		5
1613	13600578	2	2	1	3	1	23	25													2							3
1614		4	1	1	4	5	34	35								20			2							20		4
1616	13600388	3	1	2	5	2	3.5	5.5	29	30																		5
1622	13600733	1	1	2	5	0	6	30	31							6		2	3		1					2	4	5
1623			2	2	4	2	4	28	31																			4
1624		4	2	2	8	0	2	5	9	11	13	33	37															8
1625		3	1	2	3	3										1		1	3	1	1	3			1	1		3
1626	13600590	2	1	2	4	3	3	32	39							1			3		2	2				1		4
1627	13600392	6	2	2	5	2	10	11	33	40						1			2	1						1		5
1629		2	2	3	4	0	3	25	28							1	2	2	1		2					1		4
1630	13600735	1	1	3	4	3	5	24	36							1		1	1		2							4
1631	13600397	3	1	3	4	3	6	34	34							5			1							2	3	4
1633	13600716	7	1	3	4	1	32	36								1			4							1		4
1634	13600583		2	3	3	3	31	33																				3
1635		2	2	4	5	4	12	15	40	44						30	2		3	2	1					23	7	5
1637		2	2	4	10	1	4	6	8	13	15	16	18	37	38	5		1		2						5		10
1638	13600614	1	2	4	6	4	8	11	12	37	37					31	1	5	1							18	13	6
1639			1	4	4	2	34	35																				4
1641	13600613	3	1	4	6	3	4	7	9	33	41							5	3	2	2							6
1642		6	2	4	5	3	4	6	28	28						3	1				2					2	1	5
1646	13600592		1	5	6	5	15	19	22	45	49																	6
1647	13600593	4	2	5	5	7	9	34	37							6		1	2							2	4	5
1649	13600594	1	1	6	5	9	12	44	48							10	1		1				1				10	5
1650	13600597	2	1	7	3	7	36	45								14		1	2	1						5	9	3
1651	13600596	2	1	7	5	13	14	38	40							30		1								10	20	5
1654	13600586		1	7	8	1	4	6	7	8	10	30	38															8
1655	13600571	1	2	7	5	1	7	10	36	37						18				2			1			3	15	5
1658	13600656	5	1	7	8	6	9	13	16	17	39	39				4											4	8
1661	13600670	1	1	8	5	3	6	8	31	35						6		1									6	5
1662	13600660		2	9	4	9	11	41	42							11				2							11	4
1663	13600658	3	2	9	5	9	16	19	47	49						26		1								2	24	5
1664	13600657	2	2	9	7	8	10	14	16	27	48	50																7
1665	13600648	2	2	10	7	0	6	14	16	40	42						15	1		3								7
1669	13600585	2	2	11	9	2	4	6	8	11	13	16				2	10	1	1								2	9
1670	13600659	1	1	11	4	9	11	41	42							1	20											4
1671	13600584	1	2	11	7	11	13	15	19	21	48	53					5	1		1								7
1672	13600582	1	2	12	7	1	5	9	12	13	37	42				3	10			1						1	2	7
1673		2	1	12	9	3	5	7	10	12	15	16	40	42			10			2			2					9
1674	13600674	2	1	12	4	9	12	41	42								20		2									4
1676	13600667	1	2	13	5	17	21	48	54							3	20	5		2	3		1	1		1	2	5
1677	13600599	2	2	13	6	2	10	13	16	38	47						15			6								6
1678	13600595	1	2	13	7	1	5	9	12	13	37	42				3	10		1	1						1	2	7
1679	13600655	1	1	13	6	13	19	21	23	49	50						25	10	3	3								6
1680	13600650	1	2	14	9	7	11	13	14	18	19	20	45	47			35	7		4	1							9
1681	13600612	1	1	14	11	4	8	10	12	16	18	39	39	41			15		3			2						11
1682		7	1	14	5	16	18	42	46																			5
1685	13600424	3	1	15	6	6	9	13	15	37	39													5				6
1688	13600411	2	1	16	5	11	14	39	43								10	2	3	2	1							5
1690	13600661	7	2	16	4	16	18	57	59								4	2						1		2		4
1691	13600653	2	1	16	4	15	16	19									50	20	10	5	2	2	2					4
1693	13600654	2	1	17	5	14	19	46	49								30											5
1694	13600639	2	2	17	6	5	14	18								2	30	10	10	15	15	5	2			1	1	6
1696	13600651	2	1	17	5	13	19										10											5
1697	13600415	4	2	17	4	15	46	50									6	2		1	1							4
1702	13600663	1	2	19	8	11	13	15	19	21	24	45	49				1	6	1	1								8
1703	13600665	2	1	19	3	22	22	56									5	4		2	3							3
1704	13600645	3	2	20	8	16	17	20	21	23	55	58				5	4	5	4	12	5	4	2			2	3	8
1706	13600418	3	1	20	3	20	48	51									1	17	6	2	4	2						3
1707	13600672	2	1	20	4	19	20	47	48								2			5								4
1711	13600434	5	1	21	6	16	18	21	26	58	61					9	5	14	9		2	1				4	5	6
1712	13600381	7	2	21	3	0	27											2			2							3
1713	13600426	2	2	21	7	7	14	18	20	44	45						1											7
1714	13600564	6	2	22	3	57	60											20			2	4						3
1720	13600384		2	23	4	0	1	28																				4
1723	13600572	7	1	24	5	19	22	24	51	52							2	2			2							5
1725	13600425	2	2	25	4	11	22	25	46							3	1	1		3						3		4
1726	13600577	6	2	25	2	26												8	1	1								2
1727		7	2	25	3	2	25	26								3	3	14	2	1	1					3		3
1729		7	1	26	3	26	59	63										10			3	1						3
1732	13600734	2	2	27	6	18	24	27	31	55	70						5	3	3	2	5	7	2	1				6
1735	13600428	2	2	27	3	3	30									3		3								2	1	3
1736		2	1	28	4	25	56	59										10	7	6	2							4
1737		4	1	28	2	40											2		2		2	1						2
1738	13600570	3	2	28	2	23												3				2	2					2
1740	13600729	1	2	28	2	29										2	2	3	3	2		1					2	2
1745	13600556	3	1	30	4	4	6	28								5			6								5	4
1749	13600668	6	1	30	1											1	1	2		1	1	1					1	1
1750	13600419	3	1	31	3	26	29	64									7	15	5	2		1						3
1751	13600431	7	1	31	5	0	2	4	27	31						3	2	2	1	1	1	1				3		5
1752	13600714	1	1	31	5	0	2	6	30								1	2			2							5
1754	13600669	1	2	31	5	3	6	8	31	35									4									5
1755		4	2	31	4	4	7	31	32							4		2	3			1				2	2	4
1757		1	1	32	4	6	9	31	32										10		5							4
1758	13600646	3	2	33	6	0	3	5	7	33						20		3	3	1	1	1					20	6
1759	13600427	6	2	33	2	32											2	2	1				1					2
1760	13600638		2	33	4	2	33	38																				4
1763	13600435	4	1	34	2	34	34									2		3	5	2	2	1	3			2		2
1764	13600430	2	1	34	4	3	6	34	34							2	2	5	5							1	1	4
1773	13600747	5	1	36	5	1	4	6	27									2	3			1						5
1776	13600438	7	2	37	5	13	15	17	45								3		2									5
1777	13600417	2	2	37	4	13	15	38	39										2	1	1							4
1778		2	2	38	10	1	4	6	8	13	15	16	18	37	38		1	1		1								10
1779	13600437	3	1	38	8	2	6	7	9	11	12	37	38			8			2	3								8
1781	13600666	6	1	39	4	16	19	38								10			2	4	2	2	1			3	7	4
1782	13600739	3	2	39	6	0	7	8	10	39	40					1		1	2	1							1	6
1783	13600737	1	2	39	5	10	13	16	42							2	3		1	2						2		5
1786	13600662	2	2	40	3	8	43											1	3	2								3
1788	13600664	1	1	40	4	16	18	40								10			5	5								4
1789	13600568	2	1	40	5	0	6	8	31								2	8	6	5								5
1792	13600587	2	2	41	4	15	17	41	52									4	2	2	4	2						4
1798	13600423	2	2	44	6	7	10	15	19	44						2	3		1	3						1	1	6
1799	13600563	7	1	44	7	12	13	18	20	22	45											2						7
1801	13600432	3	1	44	1												1	14	6	4	2	1		1				1
1804	13600643	6	1	45	6	13	16	19	20	41						2	2	2	3	8	1	1	1			1	1	6
1805	13600736		2	45	5	10	13	20	45	48																		5
1807	13600642	6	2	45	5	15	19	22	45	47						8	10	2	2	4	4	5	2			4	4	5
1808	13600565	7	2	45	7	12	13	18	20	22	44						1	1	2	3		1						7
1810	13600740	7	1	46	5	4	6	9	42	46																		5
1813	13600671	2	2	47	4	19	20	47	48									1	3	1				2				4
1816	13600641	1	2	47	3	23	49										2	2		2			2					3
1817	13600581	3	1	48	4	14	17	43	48								2	3	2	4								4
1818	13600600	1	2	48	3	15	17												1	4	1		1					3
1819	13600591	2	2	49	6	13	19	21	23	50									1		4	2						6
1820		4	1	49	1																2							1
1821	13600649	3	1	49	4	11	15	40	49									4		2			1					4
1822	13600566	6	2	49	5	11	12	21	41	49						1			1	1	1	1				1		5
1828	13600673	2	1	50	2	51												2		3	8							2
1831	13600647	7	1	51	8	8	13	16	20	24	28	50	51															8
1832	13600640	1	2	51	3	22	51	54								1		5	5		25					1		3
1835		4	1	52	5	14	21	23	47	52								3		1								5
1836	13600588	4	1	52	3	17	48																					3
1838	13600420	2	2	53	2	57										4		1	1	1						4		2
1839	13600422	1	1	53	6	13	19	21	23	52	53						55	15										6
1842	13600652	3	2	53	2	56													2		2	3		1				2
1843	13600738	7	2	55	4	22	24	57												1			1					4
1844	13600575	2	1	55	4	17	22	52											3	4	1							4
1845		4	1	55	5	14	20	22	54	55						1		2	4	8		4				1		5
1847	13600429	7	2	55	2																	2						2
1850			1	56	2	56																						2
1855	13600718	1	1	57	2	55												10	10	20	30							2
1859	13600589	5	2	58	3	82												2		2	4	1						3
1860	13600574	7	2	58	1											2			2							1	1	1
1862	13600713	6	1	59	3	29	53	59									2		1	4	2	4		1	1			3
1864	13600421	7	2	60	2	61										1		1		1	2	1				1		2
1867	13600385	4	1	60	3	30	56											2	3	1	1	2		1				3
1869	13600391	7	1	60	7	15	16	18	20	22	57	60					4	4			1	1						7
1872	13600413	5	2	61	1											1	2	1		4		1				1		1
1873	13600746	1	1	62	3	21	53									3		5	2	5	3					1	2	3
1874	13600410	5	2	62	2	63											1			2		2						2
1875	13600409	2	2	62	1																	1						1
1876	13600414	4	1	62	3	18	55									2		2		3	1					1	1	3
1878	13600407	4	2	63	1												1		2	2			2	1				1
1879	13600573	3	2	63	2	63										4			2			4		2		4		2
1880	13600412	1	2	63	3	31	63	70													5							3
1881	13600408	4	2	64	2	41													1		1	1						2
1882	13600406		2	64	2	33																						2
